Unit,Price           (1 - 500),Tab,Country,Is Command,Is Prototype,Amphibious,Speed              (23 km - 1100km),Autonomy          (60 km+),Strength         (2 - 300),Optics Ground         (40 - 220),Optics Air         (10 - 900),Optics Anti-Radar         (300 - 500),Stealth                           (0.7 - 3),Size Modifier                  (-0.2 - 0.1),Front Armor       (0 - 23),Side Armor      (0 - 12),Rear Armor       (0 - 6),Top Armor      (0 - 4),Weapon1 Type,Weapon1 HE                  (0 - 30),Weapon1 AP               (0 - 200),Weapon1 Fire Starting Probability                  (0 - 100%),Weapon1 Ammo,Weapon1 Aim Time,Weapon1 Time Between Shots,Weapon1 Shots Per Salvo,Weapon1 Reload Time,Weapon1 Dmg Radius,Weapon1 Surpress Radius,Weapon1 Accuracy,Weapon1 Accuracy While Moving,Weapon1 Range Ground,Weapon1 Range Ground Minimum,Weapon1 Range Helicopters,Weapon1 Range Helicopters Minimum,Weapon1 Range Planes,Weapon1 Range Planes Minimum,Weapon1 Range Ships,Weapon1 Range Ships Minimum,Weapon1 Supply Cost Per Salvo,Weapon2 Type,Weapon2 HE,Weapon2 AP,Weapon2 Fire Starting Probability                  (0 - 100%),Weapon2 Ammo,Weapon2 Aim Time,Weapon2 Time Between Shots,Weapon2 Shots Per Salvo,Weapon2 Reload Time,Weapon2 Damage Radius,Weapon2 Surpress Radius,Weapon2 Accuracy,Weapon2 Accuracy While Moving,Weapon2 Range Ground,Weapon2 Range Ground Minimum,Weapon2 Range Helicopters,Weapon2 Range Helicopters Minimum,Weapon2 Range Planes,Weapon2 Range Planes Minimum,Weapon2 Range Ships,Weapon2 Range Ships Minimum,Weapon2 Supply Cost Per Salvo,Weapon3 Type,Weapon3 HE,Weapon3 AP,Weapon3 Fire Starting Probability                  (0 - 100%),Weapon3 Ammo,Weapon3 Aim Time,Weapon3 Time Between Shots,Weapon3 Shots Per Salvo,Weapon3 Reload Time,Weapon3 Damage Radius,Weapon3 Surpress Radius,Weapon3 Accuracy,Weapon3 Accuracy While Moving,Weapon3 Range Ground,Weapon3 Range Ground Minimum,Weapon3 Range Helicopters,Weapon3 Range Helicopters Minimum,Weapon3 Range Planes,Weapon3 Range Planes Minimum,Weapon3 Range Ships,Weapon3 Range Ships Minimum,Weapon3 Supply Cost Per Salvo,Year,Decks
SHMEL,50,SHP,Soviet Union,FALSE,FALSE,,250 km/h,,50,120,40,,0.9,,2,2,2,4,Main Gun,2,10,,75,1 s,1 s,1,8 s,2 m,133 m,40%,10%,1750 m,,,,,,1750 m,,15,Naval Auto-cannon,1,,,2000,0 s,1 s,10,6 s,9 m,18 m,15%,5%,875 m,,2800 m,,2625 m,,875 m,,50,MMG,1,,,1600,1 s,1 s,6,3 s,4 m,13 m,10%,5%,1400 m,,1400 m,,,,1400 m,,20,1970,Mechanized|Motorized|Marine|Airborne|Armored|Support
SOVREMENNIY,500,SHP,Soviet Union,TRUE,FALSE,,500 km/h,,250,120,120,,0.05,,4,2,4,4,Naval Gun,8,,10%,360,1 s,1 s,6,5 s,68 m,110 m,20%,20%,5075 m,,2100 m,,1400 m,,5075 m,,240,Naval Gun,8,,10%,360,1 s,1 s,6,5 s,68 m,110 m,20%,20%,5075 m,,2100 m,,1400 m,,5075 m,,240,SSM,6,120,,8,4 s,3 s,1,10 s,140 m,280 m,70%,70%,,,,,,,9450 m,700 m,250,1980,Mechanized|Motorized|Marine|Airborne|Armored|Support
TARANTUL-III,145,SHP,Soviet Union,FALSE,FALSE,,650 km/h,,60,120,40,,0.7,,4,2,4,4,Naval Gun,3,,10%,240,1 s,0 s,30,20 s,40 m,67 m,25%,25%,3150 m,,2100 m,,1400 m,,3150 m,,450,SSM,6,120,,4,4 s,3 s,1,10 s,140 m,280 m,70%,70%,,,,,,,9450 m,700 m,250,SSM,6,120,,4,4 s,3 s,1,10 s,140 m,280 m,70%,70%,,,,,,,9450 m,700 m,250,1987,Mechanized|Motorized|Marine|Airborne|Armored|Support
HUJIAN,110,SHP,China,FALSE,FALSE,,500 km/h,,100,120,40,,0.5,,4,2,4,4,Naval Auto-cannon,1,,,800,,1 s,5,4 s,8 m,16 m,25%,25%,2625 m,,2800 m,,2800 m,,2625 m,,40,SSM,4,80,,6,4 s,3 s,1,10 s,140 m,280 m,65%,65%,,,,,,,8750 m,700 m,250,SSM,4,80,,6,4 s,3 s,1,10 s,140 m,280 m,65%,65%,,,,,,,8750 m,700 m,250,1991,Mechanized|Motorized|Marine|Airborne|Armored|Support
LUDA,150,SHP,China,TRUE,FALSE,,450 km/h,,150,120,120,,0.3,,4,2,4,4,Naval Gun,8,,10%,160,1 s,1 s,2,3 s,68 m,110 m,15%,15%,4900 m,,2100 m,,700 m,,4900 m,,80,Naval Gun,8,,10%,160,1 s,1 s,2,3 s,68 m,110 m,15%,15%,4900 m,,2100 m,,700 m,,4900 m,,80,SSM,5,100,,6,4 s,3 s,1,10 s,140 m,280 m,50%,50%,,,,,,,6125 m,700 m,250,1976,Mechanized|Motorized|Marine|Airborne|Armored|Support
JIANGHU-III,160,SHP,China,TRUE,FALSE,,450 km/h,,150,120,120,,0.5,,4,2,4,4,Naval Gun,6,,10%,120,1 s,1 s,6,10 s,53 m,88 m,25%,25%,4375 m,,2100 m,,1400 m,,4375 m,,180,SSM,4,80,,8,4 s,3 s,1,10 s,140 m,280 m,65%,65%,,,,,,,8750 m,700 m,250,SSM,4,80,,8,4 s,3 s,1,10 s,140 m,280 m,65%,65%,,,,,,,8750 m,700 m,250,1986,Mechanized|Motorized|Marine|Airborne|Armored|Support
YUQING,10,SHP,China,FALSE,FALSE,,375 km/h,,60,60,20,,1,,2,2,2,4,Naval Auto-cannon,1,,,1000,0 s,1 s,10,6 s,9 m,18 m,10%,5%,1750 m,,2100 m,,2450 m,,1750 m,,50,MLRS,,,,12,4 s,1 s,12,240 s,55 m,273 m,,,3500 m,700 m,,,,,3500 m,700 m,300,,,,,,,,,,,,,,,,,,,,,,,1970,Mechanized|Motorized|Marine|Airborne|Armored|Support
TYPE 21,135,SHP,United Kingdom,TRUE,FALSE,,550 km/h,,150,120,120,,0.5,,4,2,4,4,Naval Gun,7,,10%,200,1 s,2 s,1,2 s,60 m,101 m,25%,25%,4550 m,,2100 m,,700 m,,4550 m,,35,SSM,4,80,,4,4 s,3 s,4,20 s,140 m,280 m,45%,45%,,,,,,,6125 m,700 m,1000,Naval SAM,5,,,32,,0 s,4,8 s,123 m,245 m,65%,65%,,,2100 m,,2100 m,,,,120,1974,Mechanized|Motorized|Marine|Airborne|Armored|Support
SHANGHAI,30,SHP,North Korea,FALSE,FALSE,,450 km/h,,50,170,120,,0.7,,2,2,2,4,Naval Auto-cannon,1,,,800,0 s,1 s,5,6 s,8 m,16 m,10%,5%,2100 m,,2450 m,,2800 m,,2100 m,,40,Naval Auto-cannon,1,,,800,0 s,1 s,5,6 s,8 m,16 m,10%,5%,2100 m,,2450 m,,2800 m,,2100 m,,40,Naval Auto-cannon,1,,,2000,0 s,1 s,10,6 s,9 m,18 m,10%,5%,1750 m,,2100 m,,2450 m,,1750 m,,50,1973,Mechanized|Motorized|Marine|Airborne|Armored|Support
UDALOY II,500,SHP,Soviet Union,TRUE,FALSE,,450 km/h,,300,120,250,,0.05,,4,2,4,4,Naval Gun,8,,10%,240,1 s,1 s,6,5 s,68 m,110 m,20%,20%,5075 m,,2100 m,,1400 m,,5075 m,,240,SSM,6,120,,8,4 s,3 s,1,10 s,140 m,280 m,70%,70%,,,,,,,9450 m,700 m,250,SSM,6,120,,8,4 s,3 s,1,10 s,140 m,280 m,70%,70%,,,,,,,9450 m,700 m,250,1991,Mechanized|Motorized|Marine|Airborne|Armored|Support
MONITOR ZIPPO,30,SHP,United States,FALSE,FALSE,,250 km/h,,40,220,40,,1,,2,2,2,4,Naval Auto-cannon,1,,10%,100,1 s,1 s,5,2 s,19 m,64 m,15%,15%,2100 m,,2100 m,,1400 m,,2100 m,,25,Flamethrower,2,,100%,600,1 s,1 s,20,4 s,70 m,140 m,30%,20%,1050 m,,,,,,1050 m,,200,Flamethrower,2,,100%,600,1 s,1 s,20,4 s,70 m,140 m,30%,20%,1050 m,,,,,,1050 m,,200,1959,Mechanized|Motorized|Marine|Airborne|Armored|Support
A.109AT,40,HEL,Italy,FALSE,FALSE,,285 km/h,930 km,6,60,80,,1,,4,4,4,4,ATGM,1,20,,4,,1 s,1,1 s,4 m,280 m,60%,45%,2625 m,175 m,,,,,2625 m,175 m,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,Mechanized|Motorized|Marine|Airborne|Armored|Support
A.109EOA-1,55,REC,Italy,FALSE,FALSE,,285 km/h,930 km,6,170,170,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,Mechanized|Motorized|Marine|Airborne|Armored|Support
A.109EOA-2,60,REC,Italy,FALSE,FALSE,,285 km/h,930 km,6,170,170,,1,,4,4,4,4,MMG,0.75,,,800,1 s,0 s,20,2 s,4 m,11 m,30%,15%,1225 m,,1225 m,,,,1225 m,,40,Rocket Pod,2,,5%,14,0 s,0 s,7,5 s,19 m,61 m,15%,5%,2100 m,700 m,,,,,2100 m,700 m,44,,,,,,,,,,,,,,,,,,,,,,,1988,Mechanized|Motorized|Marine|Airborne|Armored|Support
A.129 MANGUSTA CBT,80,HEL,Italy,FALSE,FALSE,,280 km/h,540 km,8,80,170,,1,,1,1,4,4,Gatling Gun,1,2,,500,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,SAM,5,,,4,1 s,2 s,4,20 s,123 m,245 m,70%,70%,,,2275 m,,1820 m,,,,234,1995,Motorized|Airborne
A.129 MANGUSTA,85,HEL,Italy,FALSE,FALSE,,280 km/h,540 km,8,80,80,,1,,1,1,4,4,Rocket Pod,2,,5%,14,0 s,0 s,7,5 s,19 m,61 m,15%,5%,2100 m,700 m,,,,,2100 m,700 m,44,ATGM,1,25,,8,,1 s,1,1 s,4 m,280 m,70%,50%,2625 m,175 m,,,,,2625 m,175 m,219,,,,,,,,,,,,,,,,,,,,,,,1990,Mechanized|Motorized|Airborne|Armored
AB-204B VRACHT,25,LOG,The Netherlands,FALSE,FALSE,,205 km/h,,4,,,,1,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,Mechanized|Motorized|Marine|Airborne|Armored|Support
AB-204B,15,HEL,The Netherlands,FALSE,FALSE,,220 km/h,300 km,4,60,80,,1,-0.05,4,4,4,4,MMG,0.5,,,1000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,Motorized|Airborne
AB.206,40,REC,Italy,FALSE,FALSE,,220 km/h,550 km,4,170,170,,1,-0.2,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,Mechanized|Motorized|Airborne|Armored|Support
AB.212 ELIGUFO,60,REC,Italy,FALSE,FALSE,,220 km/h,460 km,6,220,170,,1,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,Motorized|Marine|Airborne|Support
AH-1 COBRA,60,HEL,United States,FALSE,FALSE,,315 km/h,500 km,6,60,80,,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Rocket Pod,2,,5%,14,0 s,0 s,7,5 s,19 m,61 m,15%,5%,2100 m,700 m,,,,,2100 m,700 m,44,ATGM,1,15,,4,,1 s,1,1 s,4 m,280 m,50%,35%,2625 m,175 m,,,,,2625 m,175 m,94,,
AH-1 COBRA SIDEWINDER,40,HEL,United States,FALSE,FALSE,,315 km/h,500 km,6,60,170,,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,AAM,5,,,1,0 s,2 s,1,2 s,123 m,245 m,60%,60%,,,2100 m,420 m,4200 m,700 m,,,600,,,,,,,,,,,,,,,,,,,,,,,,
AH-1E COBRA,60,HEL,United States,FALSE,FALSE,,280 km/h,575 km,6,60,80,,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,ATGM,1,15,,4,,1 s,1,1 s,4 m,280 m,50%,35%,2625 m,175 m,,,,,2625 m,175 m,94,1975,Mechanized|Motorized|Airborne|Armored
AH-1F COBRA,80,HEL,United States,FALSE,FALSE,,280 km/h,500 km,6,60,80,,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,ATGM,1,20,,8,,1 s,1,1 s,4 m,280 m,60%,45%,2625 m,175 m,,,,,2625 m,175 m,150,1981,Mechanized|Motorized|Airborne|Armored
AH-1S,80,HEL,South Korea,FALSE,FALSE,,280 km/h,500 km,6,60,80,,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,ATGM,1,20,,8,,1 s,1,1 s,4 m,280 m,60%,45%,2625 m,175 m,,,,,2625 m,175 m,150,1985,Mechanized|Motorized|Airborne|Armored|Support
AH-1J,55,HEL,South Korea,FALSE,FALSE,,280 km/h,575 km,6,60,80,,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,Rocket Pod,2,,5%,14,0 s,0 s,7,5 s,19 m,61 m,15%,5%,2100 m,700 m,,,,,2100 m,700 m,44,1976,Mechanized|Motorized|Marine|Airborne|Armored
AH-1J COBRA,55,REC,United States,FALSE,FALSE,,280 km/h,575 km,6,120,120,,1,-0.05,4,4,4,4,Grenade Launcher,2,,10%,360,1 s,1 s,10,4 s,28 m,56 m,10%,5%,1750 m,53 m,,,,,1750 m,53 m,80,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,Rocket Pod,2,,5%,14,0 s,0 s,7,5 s,19 m,61 m,15%,5%,2100 m,700 m,,,,,2100 m,700 m,44,1971,Motorized|Marine|Airborne
AH-1S COBRA,45,HEL,United States,FALSE,FALSE,,280 km/h,575 km,6,60,80,,1,-0.05,4,4,4,4,MMG,1,,,4000,0 s,0 s,10,6 s,8 m,28 m,20%,10%,1050 m,,1050 m,,,,1050 m,,20,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,Rocket Pod,2,,5%,14,0 s,0 s,7,5 s,19 m,61 m,15%,5%,2100 m,700 m,,,,,2100 m,700 m,44,1973,Mechanized|Motorized|Airborne|Armored
AH-1T,90,HEL,South Korea,FALSE,FALSE,,280 km/h,575 km,6,60,80,,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,ATGM,1,25,,8,,1 s,1,1 s,4 m,280 m,70%,50%,2625 m,175 m,,,,,2625 m,175 m,219,1988,Motorized|Marine|Airborne
AH-1T SEACOBRA IP,70,HEL,United States,FALSE,FALSE,,280 km/h,575 km,6,60,80,,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,ATGM,1,15,,8,,1 s,1,1 s,4 m,280 m,50%,35%,2625 m,175 m,,,,,2625 m,175 m,94,1978,Marine|Airborne
AH-1W SUPERCOBRA,100,HEL,United States,FALSE,FALSE,,350 km/h,600 km,6,60,80,300,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Anti-Radar,1,17,,2,,2 s,1,2 s,4 m,7 m,55%,55%,3500 m,875 m,,,,,3500 m,875 m,176,ATGM,1,25,,8,,1 s,1,1 s,4 m,280 m,70%,50%,2625 m,175 m,,,,,2625 m,175 m,219,1988,Marine|Airborne
AH-64A APACHE,120,HEL,United States,FALSE,FALSE,,280 km/h,500 km,8,80,80,,1,,1,1,4,4,Autocannon,1,2,,1200,1 s,1 s,2,1 s,8 m,26 m,60%,50%,1575 m,,,,,,1575 m,,15,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,ATGM,1,26,,8,,1 s,1,1 s,4 m,280 m,70%,50%,2800 m,175 m,,,,,2800 m,175 m,243,1986,Motorized|Airborne
AH-64D LONGBOW,150,REC,United States,FALSE,FALSE,,280 km/h,470 km,8,220,170,,1,,1,1,4,4,Autocannon,1,2,,1200,1 s,1 s,2,1 s,8 m,26 m,60%,50%,1575 m,,,,,,1575 m,,15,ATGM,1,26,,16,1 s,1 s,2,4 s,4 m,280 m,70%,50%,2800 m,175 m,,,,,2800 m,175 m,728,,,,,,,,,,,,,,,,,,,,,,,1995,Motorized|Airborne
AH-64 ESCORT,65,HEL,The Netherlands,FALSE,FALSE,,280 km/h,500 km,8,80,80,,1,,1,1,4,4,Autocannon,1,2,,1200,1 s,1 s,2,1 s,8 m,26 m,60%,50%,1575 m,,,,,,1575 m,,15,Rocket Pod,2,,5%,76,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,,,,,,,,,,,,,,,,,,,,,,,1996,Mechanized|Motorized|Airborne|Armored
AH-64 TD,130,HEL,The Netherlands,FALSE,FALSE,,280 km/h,500 km,8,80,80,,1,,1,1,4,4,Autocannon,1,2,,1200,1 s,1 s,2,1 s,8 m,26 m,60%,50%,1575 m,,,,,,1575 m,,15,ATGM,1,26,,16,,1 s,1,1 s,4 m,280 m,70%,50%,2800 m,175 m,,,,,2800 m,175 m,243,,,,,,,,,,,,,,,,,,,,,,,1996,Motorized|Airborne
AH-6C LITTLE BIRD,30,HEL,United States,FALSE,FALSE,,260 km/h,680 km,4,60,80,,1,-0.2,4,4,4,4,Grenade Launcher,2,,10%,320,1 s,0 s,21,16 s,28 m,56 m,15%,10%,1750 m,53 m,,,,,1750 m,53 m,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,Mechanized|Motorized|Airborne|Armored|Support
AH-1S,80,HEL,Japan,FALSE,FALSE,,280 km/h,500 km,6,60,80,,1,-0.05,4,4,4,4,Gatling Gun,1,2,,750,1 s,0 s,6,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,45,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,19 m,61 m,20%,10%,2100 m,700 m,,,,,2100 m,700 m,180,ATGM,1,20,,8,,1 s,1,1 s,4 m,280 m,60%,45%,2625 m,175 m,,,,,2625 m,175 m,150,1984,Mechanized|Motorized|Airborne|Armored|Support
AS 332F SUPER PUMA,60,SHP,France,FALSE,FALSE,,300 km/h,550 km,6,60,80,,1,,4,4,4,4,SSM,3,60,,2,0 s,1 s,2,1 s,140 m,280 m,70%,70%,,,,,,,4900 m,700 m,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,Marine
AS.332,35,LOG,Norway,FALSE,FALSE,,300 km/h,,6,,,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,Mechanized|Motorized|Airborne|Armored|Support
AS.350,55,REC,ANZAC,FALSE,FALSE,,290 km/h,680 km,6,170,170,,1,-0.2,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,Motorized|Airborne
AS.350,55,REC,Norway,FALSE,FALSE,,290 km/h,680 km,6,170,170,,1,-0.2,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,Motorized|Airborne
AS.532 VRACHT,35,LOG,The Netherlands,FALSE,FALSE,,300 km/h,,6,,,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,Mechanized|Motorized|Marine|Airborne|Armored|Support
AS565 PANTHER,35,HEL,France,FALSE,FALSE,,300 km/h,900 km,6,60,80,,1,,4,4,4,4,Rocket Pod,2,,5%,38,0 s,0 s,19,5 s,18 m,60 m,30%,20%,2100 m,700 m,,,,,2100 m,700 m,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,Motorized|Marine|Airborne
AS565 MB PANTHER,60,SHP,France,FALSE,FALSE,,300 km/h,900 km,6,60,80,,1,,4,4,4,4,SSM,2,40,,4,0 s,1 s,4,1 s,140 m,280 m,80%,80%,,,,,,,3850 m,700 m,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,Marine
ALOUETTE III,40,REC,France,FALSE,FALSE,,210 km/h,680 km,4,170,170,,1,-0.2,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,Mechanized|Motorized|Marine|Airborne|Armored|Support
ALOUETTE III,100,LOG,South Africa,TRUE,FALSE,,210 km/h,680 km,4,170,170,,1,-0.2,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,Motorized|Airborne|Support
ALOUETTE II,35,REC,Finland,FALSE,FALSE,,185 km/h,680 km,4,170,170,,1,-0.2,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,Mechanized|Motorized|Marine|Airborne|Armored|Support
ALOUETTE K-CAR,25,HEL,South Africa,FALSE,FALSE,,210 km/h,680 km,4,60,80,,1,-0.2,4,4,4,4,Autocannon,1,2,,480,1 s,1 s,2,1 s,5 m,18 m,15%,5%,1575 m,,,,,,1575 m,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,Mechanized|Motorized|Marine|Airborne|Armored|Support
ALOUETTE III,40,REC,South Africa,FALSE,FALSE,,210 km/h,680 km,4,170,170,,1,-0.2,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,Mechanized|Motorized|Marine|Airborne|Armored|Support
ALOUETTE SS-11,35,HEL,The Netherlands,FALSE,FALSE,,220 km/h,530 km,4,60,80,,1,-0.05,4,4,4,4,ATGM,1,17,,6,,1 s,3,1 s,4 m,280 m,30%,20%,2450 m,175 m,,,,,2450 m,175 m,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,Mechanized|Motorized|Airborne|Armored|Support
XH-1 ALPHA,30,REC,South Africa,FALSE,FALSE,,220 km/h,680 km,4,120,120,,1,-0.2,4,4,4,4,Autocannon,1,2,,270,1 s,0 s,2,1 s,5 m,18 m,25%,15%,1575 m,,,,,,1575 m,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,Motorized|Airborne|Armored|Support
ANAFA,20,HEL,Israel,FALSE,FALSE,,220 km/h,460 km,6,60,80,,1,-0.05,4,4,4,4,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,Motorized|Marine|Airborne
ORYX,25,HEL,South Africa,FALSE,FALSE,,300 km/h,550 km,8,60,80,,1,,4,4,4,4,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,Motorized|Marine|Airborne|Support
XTP-1 BETA '90,90,HEL,South Africa,FALSE,FALSE,,250 km/h,550 km,6,80,80,,1,,4,4,4,4,Autocannon,1,2,,900,1 s,0 s,2,1 s,5 m,18 m,40%,30%,1575 m,,,,,,1575 m,,15,Rocket Pod,2,,10%,36,0 s,0 s,36,4 s,18 m,60 m,30%,20%,2100 m,700 m,,,,,2100 m,700 m,550,ATGM,1,26,,8,,1 s,1,1 s,4 m,280 m,70%,50%,2800 m,175 m,,,,,2800 m,175 m,219,1990,Motorized|Marine|Airborne|Armored
XTP-1 BETA '87,70,HEL,South Africa,FALSE,FALSE,,250 km/h,550 km,6,80,170,,1,,4,4,4,4,Autocannon,1,2,,900,1 s,0 s,2,1 s,5 m,18 m,40%,30%,1575 m,,,,,,1575 m,,15,Rocket Pod,2,,10%,72,0 s,0 s,36,4 s,18 m,60 m,30%,20%,2100 m,700 m,,,,,2100 m,700 m,550,AAM,4,,,2,0 s,2 s,1,2 s,98 m,196 m,45%,45%,,,2625 m,,3150 m,,,,66,1987,Motorized|Marine|Airborne
BELL 204,15,HEL,Norway,FALSE,FALSE,,205 km/h,300 km,4,60,80,,1,-0.05,4,4,4,4,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,30%,20%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963,Mechanized|Motorized|Marine|Airborne|Armored|Support
BELL 412,20,HEL,Norway,FALSE,FALSE,,260 km/h,460 km,6,60,80,,1,-0.05,4,4,4,4,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,30%,20%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,Motorized|Marine|Airborne
BELL 205A,15,HEL,Israel,FALSE,FALSE,,220 km/h,300 km,4,60,80,,1,-0.05,4,4,4,4,MMG,0.5,,,1000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,Motorized|Airborne
